sales,profit,region,state,category,type,caffeination
264,24,West,WA,Coffee,Decaf Irish Cream,Decaf
291,81,Central,CO,Herbal Tea,Chamomile,Decaf
95,10,Central,CO,Herbal Tea,Lemon,Decaf
110,21,Central,CO,Herbal Tea,Mint,Decaf
115,12,Central,CO,Tea,Darjeeling,Regular
109,23,Central,CO,Tea,Earl Grey,Regular
94,27,Central,CO,Tea,Green Tea,Regular
230,98,Central,CO,Espresso,Caffe Mocha,Regular
131,31,Central,CO,Espresso,Decaf Espresso,Decaf
312,139,Central,CO,Coffee,Decaf Irish Cream,Decaf
256,111,Central,CO,Coffee,Amaretto,Regular
199,71,Central,CO,Coffee,Columbian,Regular
256,111,Central,IL,Herbal Tea,Chamomile,Decaf
199,72,Central,IL,Herbal Tea,Lemon,Decaf
312,139,Central,IL,Herbal Tea,Mint,Decaf
230,99,Central,IL,Tea,Darjeeling,Regular
131,31,Central,IL,Tea,Earl Grey,Regular
678,259,Central,IL,Espresso,Caffe Mocha,Regular
532,168,Central,IL,Espresso,Decaf Espresso,Decaf
376,150,Central,IL,Coffee,Decaf Irish Cream,Decaf
567,208,Central,IL,Coffee,Columbian,Regular
678,258,Central,IA,Herbal Tea,Chamomile,Decaf
376,150,Central,IA,Herbal Tea,Lemon,Decaf
532,167,Central,IA,Tea,Darjeeling,Regular
602,197,Central,IA,Tea,Earl Grey,Regular
49,13,Central,IA,Espresso,Caffe Mocha,Regular
43,31,Central,IA,Espresso,Decaf Espresso,Decaf
54,12,Central,IA,Coffee,Decaf Irish Cream,Decaf
61,17,Central,IA,Coffee,Amaretto,Regular
75,9,Central,IA,Coffee,Columbian,Regular
141,1,Central,MO,Herbal Tea,Chamomile,Decaf
169,12,Central,MO,Herbal Tea,Lemon,Decaf
103,17,Central,MO,Tea,Darjeeling,Regular
89,1,Central,MO,Tea,Earl Grey,Regular
82,0,Central,MO,Tea,Green Tea,Regular
87,32,Central,MO,Espresso,Caffe Mocha,Regular
96,35,Central,MO,Espresso,Decaf Espresso,Decaf
132,32,Central,MO,Coffee,Decaf Irish Cream,Decaf
169,31,Central,MO,Coffee,Columbian,Regular
44,9,Central,OH,Herbal Tea,Chamomile,Decaf
57,16,Central,OH,Herbal Tea,Lemon,Decaf
286,104,Central,OH,Tea,Darjeeling,Regular
336,128,Central,OH,Tea,Earl Grey,Regular
291,81,Central,OH,Espresso,Caffe Mocha,Regular
115,11,Central,OH,Espresso,Decaf Espresso,Decaf
110,20,Central,OH,Coffee,Amaretto,Regular
85,18,Central,OH,Coffee,Columbian,Regular
95,9,Central,OH,Coffee,Decaf Irish Cream,Decaf
104,29,Central,WI,Herbal Tea,Chamomile,Decaf
144,58,Central,WI,Herbal Tea,Lemon,Decaf
90,21,Central,WI,Tea,Darjeeling,Regular
113,6,Central,WI,Tea,Earl Grey,Regular
189,56,Central,WI,Espresso,Caffe Mocha,Regular
115,36,Central,WI,Espresso,Decaf Espresso,Decaf
133,18,Central,WI,Coffee,Amaretto,Regular
297,32,Central,WI,Coffee,Columbian,Regular
227,71,Central,WI,Coffee,Decaf Irish Cream,Decaf
87,32,East,CT,Tea,Darjeeling,Regular
51,15,East,CT,Tea,Green Tea,Regular
169,32,East,CT,Herbal Tea,Lemon,Decaf
132,33,East,CT,Herbal Tea,Mint,Decaf
113,5,East,CT,Espresso,Caffe Mocha,Regular
100,16,East,CT,Espresso,Decaf Espresso,Decaf
225,75,East,CT,Coffee,Columbian,Regular
110,41,East,FL,Tea,Darjeeling,Regular
144,58,East,FL,Tea,Green Tea,Regular
115,36,East,FL,Herbal Tea,Chamomile,Decaf
133,19,East,FL,Herbal Tea,Lemon,Decaf
189,55,East,FL,Herbal Tea,Mint,Decaf
297,32,East,FL,Espresso,Caffe Mocha,Regular
227,71,East,FL,Espresso,Decaf Espresso,Decaf
286,104,East,FL,Coffee,Columbian,Regular
336,129,East,FL,Coffee,Decaf Irish Cream,Decaf
57,16,East,MA,Tea,Darjeeling,Regular
44,9,East,MA,Tea,Green Tea,Regular
115,11,East,MA,Herbal Tea,Lemon,Decaf
111,7,East,MA,Espresso,Caffe Mocha,Regular
291,81,East,MA,Espresso,Regular Espresso,Regular
665,564,East,MA,Coffee,Columbian,Regular
61,17,East,NH,Tea,Darjeeling,Regular
43,31,East,NH,Tea,Green Tea,Regular
82,0,East,NH,Herbal Tea,Lemon,Decaf
141,1,East,NH,Espresso,Caffe Mocha,Regular
89,0,East,NH,Espresso,Regular Espresso,Regular
151,49,East,NH,Coffee,Amaretto,Regular
160,43,East,NH,Coffee,Columbian,Regular
312,138,East,NY,Tea,Darjeeling,Regular
256,111,East,NY,Tea,Earl Grey,Regular
230,98,East,NY,Tea,Green Tea,Regular
793,388,East,NY,Herbal Tea,Lemon,Decaf
198,164,East,NY,Herbal Tea,Mint,Decaf
546,182,East,NY,Espresso,Regular Espresso,Regular
77,266,East,NY,Espresso,Caffe Mocha,Regular
912,370,East,NY,Coffee,Columbian,Regular
144,58,South,LA,Coffee,Decaf Irish Cream,Decaf
99,36,South,LA,Coffee,Columbian,Regular
106,32,South,LA,Herbal Tea,Chamomile,Decaf
169,31,South,LA,Herbal Tea,Lemon,Decaf
113,6,South,LA,Espresso,Caffe Latte,Regular
104,30,South,LA,Espresso,Caffe Mocha,Regular
90,21,South,LA,Espresso,Decaf Espresso,Decaf
169,11,South,NM,Coffee,Decaf Irish Cream,Decaf
160,44,South,NM,Coffee,Columbian,Regular
61,17,South,NM,Herbal Tea,Chamomile,Decaf
75,10,South,NM,Herbal Tea,Lemon,Decaf
89,1,South,NM,Espresso,Caffe Latte,Regular
141,1,South,NM,Espresso,Caffe Mocha,Regular
103,18,South,NM,Espresso,Decaf Espresso,Decaf
57,16,South,OK,Coffee,Decaf Irish Cream,Decaf
94,28,South,OK,Coffee,Columbian,Regular
297,32,South,OK,Herbal Tea,Lemon,Decaf
133,19,South,OK,Herbal Tea,Chamomile,Decaf
336,128,South,OK,Espresso,Caffe Latte,Regular
44,9,South,OK,Espresso,Caffe Mocha,Regular
286,103,South,OK,Espresso,Decaf Espresso,Decaf
199,71,South,TX,Coffee,Decaf Irish Cream,Decaf
567,206,South,TX,Coffee,Columbian,Regular
85,19,South,TX,Herbal Tea,Lemon,Decaf
110,20,South,TX,Herbal Tea,Chamomile,Decaf
131,30,South,TX,Espresso,Caffe Latte,Regular
256,112,South,TX,Espresso,Caffe Mocha,Regular
230,98,South,TX,Espresso,Decaf Espresso,Decaf
132,32,West,UT,Coffee,Amaretto,Regular
100,16,West,UT,Coffee,Columbian,Regular
151,48,West,UT,Herbal Tea,Chamomile,Decaf
160,44,West,UT,Herbal Tea,Lemon,Decaf
169,12,West,UT,Herbal Tea,Mint,Decaf
141,0,West,UT,Tea,Darjeeling,Regular
103,17,West,UT,Tea,Earl Grey,Regular
89,1,West,UT,Tea,Green Tea,Regular
169,31,West,UT,Coffee,Decaf Irish Cream,Decaf
96,36,West,UT,Espresso,Caffe Latte,Regular
106,32,West,UT,Espresso,Caffe Mocha,Regular
87,31,West,UT,Espresso,Decaf Espresso,Decaf
87,138,West,CA,Coffee,Amaretto,Regular
912,370,West,CA,Coffee,Columbian,Regular
312,139,West,CA,Herbal Tea,Chamomile,Decaf
567,205,West,CA,Herbal Tea,Lemon,Decaf
199,72,West,CA,Herbal Tea,Mint,Decaf
256,112,West,CA,Tea,Darjeeling,Regular
230,98,West,CA,Tea,Earl Grey,Regular
131,30,West,CA,Tea,Green Tea,Regular
202,157,West,CA,Coffee,Decaf Irish Cream,Decaf
532,167,West,CA,Espresso,Caffe Latte,Regular
387,45,West,CA,Espresso,Caffe Mocha,Regular
678,259,West,CA,Espresso,Decaf Espresso,Decaf
82,1,West,NV,Coffee,Columbian,Regular
387,45,West,NV,Herbal Tea,Chamomile,Decaf
567,208,West,NV,Herbal Tea,Lemon,Decaf
376,150,West,NV,Herbal Tea,Mint,Decaf
678,258,West,NV,Tea,Darjeeling,Regular
532,168,West,NV,Tea,Earl Grey,Regular
27,378,West,NV,Tea,Green Tea,Regular
75,9,West,NV,Coffee,Decaf Irish Cream,Decaf
43,32,West,NV,Espresso,Caffe Latte,Regular
61,17,West,NV,Espresso,Caffe Mocha,Regular
49,12,West,NV,Espresso,Decaf Espresso,Decaf
95,10,West,OR,Coffee,Amaretto,Regular
94,0,West,OR,Coffee,Columbian,Regular
74,24,West,OR,Herbal Tea,Chamomile,Decaf
94,27,West,OR,Herbal Tea,Lemon,Decaf
44,9,West,OR,Tea,Darjeeling,Regular
286,104,West,OR,Tea,Earl Grey,Regular
336,129,West,OR,Tea,Green Tea,Regular
85,18,West,OR,Coffee,Decaf Irish Cream,Decaf
115,12,West,OR,Espresso,Caffe Latte,Regular
110,20,West,OR,Espresso,Caffe Mocha,Regular
291,81,West,OR,Espresso,Decaf Espresso,Decaf
225,75,West,WA,Herbal Tea,Chamomile,Decaf
99,37,West,WA,Herbal Tea,Lemon,Decaf
104,29,West,WA,Tea,Darjeeling,Regular
90,20,West,WA,Tea,Earl Grey,Regular
113,5,West,WA,Tea,Green Tea,Regular
211,75,West,WA,Coffee,Columbian,Regular
297,31,West,WA,Coffee,Decaf Irish Cream,Decaf
115,36,West,WA,Espresso,Caffe Latte,Regular
133,18,West,WA,Espresso,Caffe Mocha,Regular
189,56,West,WA,Espresso,Decaf Espresso,Decaf
291,82,Central,CO,Herbal Tea,Chamomile,Decaf
89,10,Central,CO,Herbal Tea,Lemon,Decaf
108,20,Central,CO,Herbal Tea,Mint,Decaf
109,9,Central,CO,Tea,Darjeeling,Regular
91,16,Central,CO,Tea,Earl Grey,Regular
155,53,Central,CO,Tea,Green Tea,Regular
245,105,Central,CO,Espresso,Caffe Mocha,Regular
131,30,Central,CO,Espresso,Decaf Espresso,Decaf
323,144,Central,CO,Coffee,Decaf Irish Cream,Decaf
301,133,Central,CO,Coffee,Amaretto,Regular
120,39,Central,CO,Coffee,Columbian,Regular
301,132,Central,IL,Herbal Tea,Chamomile,Decaf
120,39,Central,IL,Herbal Tea,Lemon,Decaf
323,143,Central,IL,Herbal Tea,Mint,Decaf
245,105,Central,IL,Tea,Darjeeling,Regular
131,30,Central,IL,Tea,Earl Grey,Regular
687,262,Central,IL,Espresso,Caffe Mocha,Regular
532,167,Central,IL,Espresso,Decaf Espresso,Decaf
376,150,Central,IL,Coffee,Decaf Irish Cream,Decaf
467,163,Central,IL,Coffee,Columbian,Regular
687,262,Central,IA,Herbal Tea,Chamomile,Decaf
376,151,Central,IA,Herbal Tea,Lemon,Decaf
532,167,Central,IA,Tea,Darjeeling,Regular
632,207,Central,IA,Tea,Earl Grey,Regular
58,18,Central,IA,Espresso,Caffe Mocha,Regular
43,31,Central,IA,Espresso,Decaf Espresso,Decaf
90,15,Central,IA,Coffee,Columbian,Regular
32,1,Central,IA,Coffee,Decaf Irish Cream,Decaf
63,19,Central,IA,Coffee,Amaretto,Regular
151,2,Central,MO,Herbal Tea,Chamomile,Decaf
139,41,Central,MO,Herbal Tea,Lemon,Decaf
105,19,Central,MO,Tea,Darjeeling,Regular
65,9,Central,MO,Tea,Earl Grey,Regular
86,1,Central,MO,Tea,Green Tea,Regular
83,29,Central,MO,Espresso,Caffe Mocha,Regular
80,28,Central,MO,Espresso,Decaf Espresso,Decaf
160,27,Central,MO,Coffee,Columbian,Regular
110,24,Central,MO,Coffee,Decaf Irish Cream,Decaf
41,9,Central,OH,Herbal Tea,Chamomile,Decaf
55,16,Central,OH,Herbal Tea,Lemon,Decaf
286,103,Central,OH,Tea,Darjeeling,Regular
277,103,Central,OH,Tea,Earl Grey,Regular
291,81,Central,OH,Espresso,Caffe Mocha,Regular
109,8,Central,OH,Espresso,Decaf Espresso,Decaf
108,19,Central,OH,Coffee,Amaretto,Regular
85,19,Central,OH,Coffee,Columbian,Regular
89,11,Central,OH,Coffee,Decaf Irish Cream,Decaf
126,41,Central,WI,Herbal Tea,Chamomile,Decaf
154,63,Central,WI,Herbal Tea,Lemon,Decaf
90,20,Central,WI,Tea,Darjeeling,Regular
105,7,Central,WI,Tea,Earl Grey,Regular
226,70,Central,WI,Espresso,Caffe Mocha,Regular
69,18,Central,WI,Espresso,Decaf Espresso,Decaf
140,21,Central,WI,Coffee,Amaretto,Regular
317,35,Central,WI,Coffee,Columbian,Regular
231,73,Central,WI,Coffee,Decaf Irish Cream,Decaf
83,28,East,CT,Tea,Darjeeling,Regular
47,12,East,CT,Tea,Green Tea,Regular
160,28,East,CT,Herbal Tea,Lemon,Decaf
110,24,East,CT,Herbal Tea,Mint,Decaf
105,8,East,CT,Espresso,Caffe Mocha,Regular
98,16,East,CT,Espresso,Decaf Espresso,Decaf
225,75,East,CT,Coffee,Columbian,Regular
114,44,East,FL,Tea,Darjeeling,Regular
154,63,East,FL,Tea,Green Tea,Regular
69,18,East,FL,Herbal Tea,Chamomile,Decaf
140,20,East,FL,Herbal Tea,Lemon,Decaf
226,70,East,FL,Herbal Tea,Mint,Decaf
317,35,East,FL,Espresso,Caffe Mocha,Regular
231,73,East,FL,Espresso,Decaf Espresso,Decaf
286,104,East,FL,Coffee,Columbian,Regular
277,102,East,FL,Coffee,Decaf Irish Cream,Decaf
55,16,East,MA,Tea,Darjeeling,Regular
41,9,East,MA,Tea,Green Tea,Regular
109,9,East,MA,Herbal Tea,Lemon,Decaf
105,6,East,MA,Espresso,Caffe Mocha,Regular
291,82,East,MA,Espresso,Regular Espresso,Regular
664,563,East,MA,Coffee,Columbian,Regular
63,20,East,NH,Tea,Darjeeling,Regular
43,31,East,NH,Tea,Green Tea,Regular
86,1,East,NH,Herbal Tea,Lemon,Decaf
151,1,East,NH,Espresso,Caffe Mocha,Regular
65,9,East,NH,Espresso,Regular Espresso,Regular
151,48,East,NH,Coffee,Amaretto,Regular
160,44,East,NH,Coffee,Columbian,Regular
323,144,East,NY,Tea,Darjeeling,Regular
301,133,East,NY,Tea,Earl Grey,Regular
245,105,East,NY,Tea,Green Tea,Regular
653,229,East,NY,Herbal Tea,Lemon,Decaf
124,304,East,NY,Herbal Tea,Mint,Decaf
543,179,East,NY,Espresso,Regular Espresso,Regular
78,284,East,NY,Espresso,Caffe Mocha,Regular
910,368,East,NY,Coffee,Columbian,Regular
154,63,South,LA,Coffee,Decaf Irish Cream,Decaf
118,46,South,LA,Coffee,Columbian,Regular
176,61,South,LA,Herbal Tea,Chamomile,Decaf
160,28,South,LA,Herbal Tea,Lemon,Decaf
105,7,South,LA,Espresso,Caffe Latte,Regular
126,41,South,LA,Espresso,Caffe Mocha,Regular
90,21,South,LA,Espresso,Decaf Espresso,Decaf
139,42,South,NM,Coffee,Decaf Irish Cream,Decaf
160,44,South,NM,Coffee,Columbian,Regular
63,19,South,NM,Herbal Tea,Chamomile,Decaf
90,15,South,NM,Herbal Tea,Lemon,Decaf
65,8,South,NM,Espresso,Caffe Latte,Regular
151,2,South,NM,Espresso,Caffe Mocha,Regular
105,18,South,NM,Espresso,Decaf Espresso,Decaf
55,16,South,OK,Coffee,Decaf Irish Cream,Decaf
155,53,South,OK,Coffee,Columbian,Regular
317,34,South,OK,Herbal Tea,Lemon,Decaf
140,20,South,OK,Herbal Tea,Chamomile,Decaf
277,102,South,OK,Espresso,Caffe Latte,Regular
41,10,South,OK,Espresso,Caffe Mocha,Regular
286,103,South,OK,Espresso,Decaf Espresso,Decaf
120,39,South,TX,Coffee,Decaf Irish Cream,Decaf
678,250,South,TX,Coffee,Columbian,Regular
85,19,South,TX,Herbal Tea,Lemon,Decaf
108,19,South,TX,Herbal Tea,Chamomile,Decaf
131,30,South,TX,Espresso,Caffe Latte,Regular
301,133,South,TX,Espresso,Caffe Mocha,Regular
245,105,South,TX,Espresso,Decaf Espresso,Decaf
110,24,West,UT,Coffee,Amaretto,Regular
98,15,West,UT,Coffee,Columbian,Regular
151,49,West,UT,Herbal Tea,Chamomile,Decaf
160,44,West,UT,Herbal Tea,Lemon,Decaf
139,41,West,UT,Herbal Tea,Mint,Decaf
151,2,West,UT,Tea,Darjeeling,Regular
105,19,West,UT,Tea,Earl Grey,Regular
65,9,West,UT,Tea,Green Tea,Regular
160,27,West,UT,Coffee,Decaf Irish Cream,Decaf
80,28,West,UT,Espresso,Caffe Latte,Regular
176,62,West,UT,Espresso,Caffe Mocha,Regular
83,28,West,UT,Espresso,Decaf Espresso,Decaf
87,139,West,CA,Coffee,Amaretto,Regular
910,368,West,CA,Coffee,Columbian,Regular
323,143,West,CA,Herbal Tea,Chamomile,Decaf
678,249,West,CA,Herbal Tea,Lemon,Decaf
120,38,West,CA,Herbal Tea,Mint,Decaf
301,133,West,CA,Tea,Darjeeling,Regular
245,105,West,CA,Tea,Earl Grey,Regular
131,30,West,CA,Tea,Green Tea,Regular
166,137,West,CA,Coffee,Decaf Irish Cream,Decaf
532,167,West,CA,Espresso,Caffe Latte,Regular
412,50,West,CA,Espresso,Caffe Mocha,Regular
687,262,West,CA,Espresso,Decaf Espresso,Decaf
86,1,West,NV,Coffee,Columbian,Regular
412,49,West,NV,Herbal Tea,Chamomile,Decaf
467,163,West,NV,Herbal Tea,Lemon,Decaf
376,150,West,NV,Herbal Tea,Mint,Decaf
687,262,West,NV,Tea,Darjeeling,Regular
532,167,West,NV,Tea,Earl Grey,Regular
21,404,West,NV,Tea,Green Tea,Regular
90,16,West,NV,Coffee,Decaf Irish Cream,Decaf
43,32,West,NV,Espresso,Caffe Latte,Regular
63,19,West,NV,Espresso,Caffe Mocha,Regular
58,17,West,NV,Espresso,Decaf Espresso,Decaf
89,11,West,OR,Coffee,Amaretto,Regular
114,8,West,OR,Coffee,Columbian,Regular
62,19,West,OR,Herbal Tea,Chamomile,Decaf
155,53,West,OR,Herbal Tea,Lemon,Decaf
41,9,West,OR,Tea,Darjeeling,Regular
286,104,West,OR,Tea,Earl Grey,Regular
277,102,West,OR,Tea,Green Tea,Regular
85,19,West,OR,Coffee,Decaf Irish Cream,Decaf
109,9,West,OR,Espresso,Caffe Latte,Regular
108,19,West,OR,Espresso,Caffe Mocha,Regular
291,81,West,OR,Espresso,Decaf Espresso,Decaf
225,75,West,WA,Herbal Tea,Chamomile,Decaf
118,45,West,WA,Herbal Tea,Lemon,Decaf
126,42,West,WA,Tea,Darjeeling,Regular
90,20,West,WA,Tea,Earl Grey,Regular
105,8,West,WA,Tea,Green Tea,Regular
211,76,West,WA,Coffee,Columbian,Regular
317,34,West,WA,Coffee,Decaf Irish Cream,Decaf
69,17,West,WA,Espresso,Caffe Latte,Regular
140,20,West,WA,Espresso,Caffe Mocha,Regular
226,71,West,WA,Espresso,Decaf Espresso,Decaf
310,87,Central,CO,Herbal Tea,Chamomile,Decaf
126,2,Central,CO,Herbal Tea,Lemon,Decaf
125,27,Central,CO,Herbal Tea,Mint,Decaf
102,7,Central,CO,Tea,Darjeeling,Regular
113,25,Central,CO,Tea,Earl Grey,Regular
140,47,Central,CO,Tea,Green Tea,Regular
199,84,Central,CO,Espresso,Caffe Mocha,Regular
150,39,Central,CO,Espresso,Decaf Espresso,Decaf
302,134,Central,CO,Coffee,Amaretto,Regular
132,42,Central,CO,Coffee,Columbian,Regular
245,106,Central,CO,Coffee,Decaf Irish Cream,Decaf
302,133,Central,IL,Herbal Tea,Chamomile,Decaf
132,43,Central,IL,Herbal Tea,Lemon,Decaf
245,106,Central,IL,Herbal Tea,Mint,Decaf
199,84,Central,IL,Tea,Darjeeling,Regular
150,40,Central,IL,Tea,Earl Grey,Regular
589,220,Central,IL,Espresso,Caffe Mocha,Regular
498,155,Central,IL,Espresso,Decaf Espresso,Decaf
387,129,Central,IL,Coffee,Columbian,Regular
298,115,Central,IL,Coffee,Decaf Irish Cream,Decaf
589,220,Central,IA,Herbal Tea,Chamomile,Decaf
298,115,Central,IA,Herbal Tea,Lemon,Decaf
498,155,Central,IA,Tea,Darjeeling,Regular
672,223,Central,IA,Tea,Earl Grey,Regular
58,18,Central,IA,Espresso,Caffe Mocha,Regular
43,32,Central,IA,Espresso,Decaf Espresso,Decaf
48,13,Central,IA,Coffee,Amaretto,Regular
72,7,Central,IA,Coffee,Columbian,Regular
35,3,Central,IA,Coffee,Decaf Irish Cream,Decaf
106,7,Central,MO,Herbal Tea,Chamomile,Decaf
115,44,Central,MO,Herbal Tea,Lemon,Decaf
91,13,Central,MO,Tea,Darjeeling,Regular
54,12,Central,MO,Tea,Earl Grey,Regular
91,2,Central,MO,Tea,Green Tea,Regular
108,41,Central,MO,Espresso,Caffe Mocha,Regular
79,27,Central,MO,Espresso,Decaf Espresso,Decaf
150,25,Central,MO,Coffee,Columbian,Regular
136,34,Central,MO,Coffee,Decaf Irish Cream,Decaf
50,14,Central,OH,Herbal Tea,Chamomile,Decaf
72,23,Central,OH,Herbal Tea,Lemon,Decaf
249,87,Central,OH,Tea,Darjeeling,Regular
230,81,Central,OH,Tea,Earl Grey,Regular
310,87,Central,OH,Espresso,Caffe Mocha,Regular
102,6,Central,OH,Espresso,Decaf Espresso,Decaf
125,28,Central,OH,Coffee,Amaretto,Regular
107,29,Central,OH,Coffee,Columbian,Regular
126,3,Central,OH,Coffee,Decaf Irish Cream,Decaf
151,53,Central,WI,Herbal Tea,Chamomile,Decaf
126,50,Central,WI,Herbal Tea,Lemon,Decaf
113,31,Central,WI,Tea,Darjeeling,Regular
149,2,Central,WI,Tea,Earl Grey,Regular
182,53,Central,WI,Espresso,Caffe Mocha,Regular
76,21,Central,WI,Espresso,Decaf Espresso,Decaf
149,23,Central,WI,Coffee,Amaretto,Regular
223,16,Central,WI,Coffee,Columbian,Regular
199,58,Central,WI,Coffee,Decaf Irish Cream,Decaf
108,41,East,CT,Tea,Darjeeling,Regular
57,17,East,CT,Tea,Green Tea,Regular
150,24,East,CT,Herbal Tea,Lemon,Decaf
136,33,East,CT,Herbal Tea,Mint,Decaf
149,2,East,CT,Espresso,Caffe Mocha,Regular
113,23,East,CT,Espresso,Decaf Espresso,Decaf
258,91,East,CT,Coffee,Columbian,Regular
87,32,East,FL,Tea,Darjeeling,Regular
126,49,East,FL,Tea,Green Tea,Regular
76,21,East,FL,Herbal Tea,Chamomile,Decaf
149,24,East,FL,Herbal Tea,Lemon,Decaf
182,53,East,FL,Herbal Tea,Mint,Decaf
199,58,East,FL,Espresso,Decaf Espresso,Decaf
223,17,East,FL,Espresso,Caffe Mocha,Regular
249,86,East,FL,Coffee,Columbian,Regular
230,81,East,FL,Coffee,Decaf Irish Cream,Decaf
72,23,East,MA,Tea,Darjeeling,Regular
50,13,East,MA,Tea,Green Tea,Regular
102,6,East,MA,Herbal Tea,Lemon,Decaf
310,87,East,MA,Espresso,Regular Espresso,Regular
98,31,East,MA,Espresso,Caffe Mocha,Regular
576,465,East,MA,Coffee,Columbian,Regular
48,12,East,NH,Tea,Darjeeling,Regular
43,31,East,NH,Tea,Green Tea,Regular
91,2,East,NH,Herbal Tea,Lemon,Decaf
54,12,East,NH,Espresso,Regular Espresso,Regular
106,7,East,NH,Espresso,Caffe Mocha,Regular
120,33,East,NH,Coffee,Amaretto,Regular
139,34,East,NH,Coffee,Columbian,Regular
245,106,East,NY,Tea,Darjeeling,Regular
302,133,East,NY,Tea,Earl Grey,Regular
199,84,East,NY,Tea,Green Tea,Regular
541,92,East,NY,Herbal Tea,Lemon,Decaf
112,238,East,NY,Herbal Tea,Mint,Decaf
567,224,East,NY,Espresso,Regular Espresso,Regular
68,197,East,NY,Espresso,Caffe Mocha,Regular
790,312,East,NY,Coffee,Columbian,Regular
126,50,South,LA,Coffee,Decaf Irish Cream,Decaf
119,46,South,LA,Coffee,Columbian,Regular
159,55,South,LA,Herbal Tea,Chamomile,Decaf
150,25,South,LA,Herbal Tea,Lemon,Decaf
149,2,South,LA,Espresso,Caffe Latte,Regular
151,53,South,LA,Espresso,Caffe Mocha,Regular
113,31,South,LA,Espresso,Decaf Espresso,Decaf
115,44,South,NM,Coffee,Decaf Irish Cream,Decaf
139,34,South,NM,Coffee,Columbian,Regular
48,13,South,NM,Herbal Tea,Chamomile,Decaf
72,8,South,NM,Herbal Tea,Lemon,Decaf
54,12,South,NM,Espresso,Caffe Latte,Regular
106,8,South,NM,Espresso,Caffe Mocha,Regular
91,13,South,NM,Espresso,Decaf Espresso,Decaf
72,23,South,OK,Coffee,Decaf Irish Cream,Decaf
140,47,South,OK,Coffee,Columbian,Regular
149,24,South,OK,Herbal Tea,Chamomile,Decaf
223,16,South,OK,Herbal Tea,Lemon,Decaf
230,82,South,OK,Espresso,Caffe Latte,Regular
50,13,South,OK,Espresso,Caffe Mocha,Regular
249,87,South,OK,Espresso,Decaf Espresso,Decaf
132,42,South,TX,Coffee,Decaf Irish Cream,Decaf
546,197,South,TX,Coffee,Columbian,Regular
125,27,South,TX,Herbal Tea,Chamomile,Decaf
107,28,South,TX,Herbal Tea,Lemon,Decaf
150,39,South,TX,Espresso,Caffe Latte,Regular
302,134,South,TX,Espresso,Caffe Mocha,Regular
199,85,South,TX,Espresso,Decaf Espresso,Decaf
136,33,West,UT,Coffee,Amaretto,Regular
113,22,West,UT,Coffee,Columbian,Regular
120,34,West,UT,Herbal Tea,Chamomile,Decaf
139,34,West,UT,Herbal Tea,Lemon,Decaf
115,45,West,UT,Herbal Tea,Mint,Decaf
106,7,West,UT,Tea,Darjeeling,Regular
91,12,West,UT,Tea,Earl Grey,Regular
54,13,West,UT,Tea,Green Tea,Regular
150,24,West,UT,Coffee,Decaf Irish Cream,Decaf
79,27,West,UT,Espresso,Caffe Latte,Regular
159,56,West,UT,Espresso,Caffe Mocha,Regular
108,40,West,UT,Espresso,Decaf Espresso,Decaf
109,74,West,CA,Coffee,Amaretto,Regular
790,313,West,CA,Coffee,Columbian,Regular
245,105,West,CA,Herbal Tea,Chamomile,Decaf
546,196,West,CA,Herbal Tea,Lemon,Decaf
132,43,West,CA,Herbal Tea,Mint,Decaf
302,134,West,CA,Tea,Darjeeling,Regular
199,84,West,CA,Tea,Earl Grey,Regular
150,39,West,CA,Tea,Green Tea,Regular
138,120,West,CA,Coffee,Decaf Irish Cream,Decaf
498,156,West,CA,Espresso,Caffe Latte,Regular
290,26,West,CA,Espresso,Caffe Mocha,Regular
589,220,West,CA,Espresso,Decaf Espresso,Decaf
91,2,West,NV,Coffee,Columbian,Regular
290,26,West,NV,Herbal Tea,Chamomile,Decaf
387,129,West,NV,Herbal Tea,Lemon,Decaf
298,115,West,NV,Herbal Tea,Mint,Decaf
589,221,West,NV,Tea,Darjeeling,Regular
498,156,West,NV,Tea,Earl Grey,Regular
19,430,West,NV,Tea,Green Tea,Regular
72,7,West,NV,Coffee,Decaf Irish Cream,Decaf
43,32,West,NV,Espresso,Caffe Latte,Regular
48,12,West,NV,Espresso,Caffe Mocha,Regular
58,17,West,NV,Espresso,Decaf Espresso,Decaf
126,3,West,OR,Coffee,Amaretto,Regular
61,17,West,OR,Herbal Tea,Chamomile,Decaf
140,47,West,OR,Herbal Tea,Lemon,Decaf
50,13,West,OR,Tea,Darjeeling,Regular
249,87,West,OR,Tea,Earl Grey,Regular
230,81,West,OR,Tea,Green Tea,Regular
137,18,West,OR,Coffee,Columbian,Regular
107,28,West,OR,Coffee,Decaf Irish Cream,Decaf
102,6,West,OR,Espresso,Caffe Latte,Regular
125,28,West,OR,Espresso,Caffe Mocha,Regular
310,87,West,OR,Espresso,Decaf Espresso,Decaf
258,91,West,WA,Herbal Tea,Chamomile,Decaf
119,47,West,WA,Herbal Tea,Lemon,Decaf
151,54,West,WA,Tea,Darjeeling,Regular
113,31,West,WA,Tea,Earl Grey,Regular
149,2,West,WA,Tea,Green Tea,Regular
167,56,West,WA,Coffee,Columbian,Regular
223,16,West,WA,Coffee,Decaf Irish Cream,Decaf
76,21,West,WA,Espresso,Caffe Latte,Regular
